crate_name,version,time_basic,time_horn,dependency_count
crum,0.3.0,600.0293990420178,3.482827000087127,10.0
crumb,0.2.1,0.752804416930303,0.8124402919784188,0.0
crumble,0.10.2,600.0435804161243,1.517193750012666,7.0
crumble_ci,0.1.0,600.0285763328429,7.915435584029183,21.0
crumbles,0.3.0,166.71888541593216,0.7300046251621097,2.0
crumsort,0.1.0,600.0537964999676,1.3506274169776589,6.0
crunch,0.5.3,0.706072541186586,0.6084310000296682,0.0
dalek-ff-group-mirror,0.4.1,600.0241770420689,8.220358124934137,22.0
daleks,0.6.0,600.0377893329132,9.54167841700837,22.0
daleth_lsp,0.1.1,149.08093966706656,107.3315250419546,
dalfs,0.1.0,1.6639298328664154,303.0510746659711,125.0
dali,0.3.0,600.0343848748598,7.0281868749298155,21.0
dalia,1.2.0,1.357400249922648,0.6631807079538703,1.0
dalloriam-cloud-client,0.3.1,0.6405372910667211,0.6100123750511557,111.0
dalloriam-cloud-protocol,0.3.1,601.5773539589718,1.2021913342177868,6.0
dalvik,0.2.0,0.8850155831314623,0.6004600841552019,0.0
dam,0.1.3,600.0281647921074,14.278923582984136,32.0
damascus,0.0.9,600.0437678329181,8.907419458962977,22.0
damaya,0.1.0,0.6880310419946909,0.6597475418820977,0.0
dameng-helper,0.2.4,0.648775750072673,0.6093368330039084,179.0
damians_custom_datetime_parser,0.2.5,600.0406983331777,5.063167207874358,17.0
daml,0.2.2,0.8814105000346899,0.6175472079776227,0.0
dangerous_option,0.2.0,0.8127409999724478,0.8804907910525799,0.0
dangit,0.1.0,600.0283619579859,181.91208654083312,90.0
dango,0.1.1,600.0512139580678,9.293167042080311,25.0
dango-core,0.1.1,2.0506172080058604,600.0201086248271,166.0
dango-music-player,0.0.0,0.8174176670145243,0.6729889591224492,0.0
dango-tui,0.0.0,0.7470499170012772,0.6553483749739826,0.0
daniel_crate,0.1.1,0.7469941249582916,0.6657535000704229,0.0
danielfns,0.1.0,0.7160673749167472,0.6703732919413596,0.0
daniels_basic_math,0.1.1,0.7526678338181227,0.6757077078800648,0.0
dankboi,0.1.2,600.016313833883,139.48699333402328,82.0
danmu2ass,0.2.1,1.7276524170301857,301.6476476660464,117.0
danmuji,0.1.0,1.587466917000711,315.1500509590842,122.0
dano,0.9.1,600.0224270001054,31.701380708022043,43.0
dantalian,0.4.6,1.5970894580241293,252.85795366717505,105.0
dante-cli,0.8.3,600.0239929589443,38.9198994578328,42.0
dante-control-rs,0.8.2,600.0374083330389,16.250121749937534,29.0
danu,0.0.0,0.9328894580248744,0.8199647921137512,0.0
danube-client,0.3.4,600.0135524580255,80.55006137490273,60.0
danube-core,0.3.4,600.0629397088196,44.718089416855946,48.0
deallocate-zeroed,0.2.0,1.728380624903366,0.8808462088927627,1.0
deam,0.0.0,0.7185182499233633,0.7725947499275208,0.0
dean_minigrep,0.1.1,0.7760864580050111,0.7690263330005109,0.0
deanonro,0.1.0,1.659537041094154,360.5719280829653,124.0
dear,0.1.1,600.0434853748884,1.243324833922088,6.0
dearbitrary,1.0.4,1.0503637501969934,0.6055979998782277,0.0
dearbitrary_derive,1.0.1,600.0529795829207,0.8647942920215428,4.0
deary,0.0.1,600.0454352919478,65.63927595806308,54.0
deasync,0.1.0,600.0441175419837,0.829154415987432,4.0
death,0.1.0,0.707683082902804,0.6700637079775333,0.0
death_god_logging_tool,4.1.3,600.0578780418728,21.101847583195195,34.0
deathframe,0.5.1,0.9306424998212606,0.8186237500049174,293.0
deathrip,0.2.1,1.4036293330136689,260.49904883280396,112.0
deb,0.5.18,600.048828833038,2.5331440831068903,10.0
deb-architectures,0.1.0,0.7425764161162078,0.6154995830729604,0.0
deb-rs,0.1.2,600.0522546248976,1.6293430000077933,8.0
deb-rust,0.1.2,0.6396649160888046,0.6069303331896663,29.0
deb-version,0.1.1,0.7494989580009133,0.6671581668779254,0.0
diatomic-waker,0.2.3,0.8847412921022624,0.7220952920615673,0.0
diazene,1.4.1,600.0433124999981,19.817866290919483,32.0
dib,0.1.0,600.0689858328551,1.780898500001058,7.0
dibi,0.1.2,600.0142163750716,115.11839479091576,70.0
dice,0.1.0,0.8324807081371546,0.7070499169640243,0.0
dice-bag,0.2.0,600.0566529158968,4.7596388340462,11.0
dice-command-parser,0.8.0,600.0406810417771,2.2558128328528255,8.0
dice-me,0.1.1,600.0516323330812,5.14607470901683,12.0
dice-roll,0.1.1,0.8132312500383705,0.919858500128612,0.0
dice-roller,0.1.3,600.0289370841347,6.6593010001815856,15.0
dice_forge,0.3.0,600.0287195839919,3.1610072921030223,8.0
dicebag,0.2.1,600.0452081668191,6.269102249993011,14.0
dicebear,0.1.3,600.0176357079763,210.333181375172,91.0
dicecloud_sheet_printer,0.1.0,2.1726489579305053,600.018191666808,188.0
diced,0.1.2,1.391557834111154,0.6554225829895586,1.0
diced-py,0.1.2,600.0354734158609,1.9465922920498997,9.0
dicedb-rs,0.1.2,600.033173458185,42.59940191707574,47.0
dicegen,0.1.0,600.0452279171441,2.552615750115365,8.0
disarray-core,0.1.20,600.0370304160751,14.226147917099295,27.0
disarray-derive,0.1.13,600.0682419999503,0.8175852079875767,4.0
disarray-ledger,0.1.20,600.0211429169867,45.87770275003277,53.0
disarray-macros,0.1.13,600.0381033748854,0.8345347079448402,4.0
disarray-network,0.1.20,1.0867240419611337,0.6729381671175361,122.0
disarray-runtime,0.1.20,2.5040411660447717,322.6289105420001,119.0
disas,0.1.3,600.0315051251091,1.7413900420069697,8.0
disasm,0.5.1,2.3055987081024796,0.6739058750681579,1.0
disasm-core,0.5.1,1.0366191661451012,0.6599671659059823,0.0
disasm-e2k,0.5.2,1.801836249884218,0.774585000006482,1.0
disasm-gen,0.5.1,600.0532419998199,1.0974416669923812,5.0
disasm-riscv,0.5.1,1.4447248338256031,0.6617453750222921,1.0
disasm-test,0.5.1,2.718511125072837,0.6716859168373048,2.0
disasm-x86,0.5.1,1.2716336660087109,0.6148052918724716,1.0
disasm6502,0.2.2,0.6770909591577947,0.6755999580491334,0.0
disasm_x64,0.1.1,0.7159001671243459,0.6168591249734163,0.0
disassemble,0.0.1,0.7136392500251532,0.667833958985284,0.0
disc,0.1.0,600.0295153749175,3.2289003748446703,11.0
disc-bot,0.1.0,600.0133253750391,176.10066975001246,87.0
disc-derive,0.1.0,600.0285045001656,2.5150685000699013,10.0
diskinfo,0.1.0,0.6694913329556584,0.7123815000522882,0.0
diskio,0.1.2,1.4819484169129282,0.7070956248790026,1.0
diskit,0.1.4,600.0438351251651,4.4405076671391726,14.0
disklru,0.3.3,600.0268500838429,28.9155333340168,39.0
diskmap,0.2.0,600.039459957974,4.6853394999634475,15.0
diskonaut,0.11.0,600.0251561251935,55.672653916990384,55.0
diskotech,0.0.5,600.0216363328509,20.316446708980948,33.0
diskplan,0.1.0,600.020026583923,23.389484624844044,35.0
diskplan-config,0.1.0,600.0195424580015,10.885903374990448,25.0
diskplan-filesystem,0.1.0,600.0421422498766,2.2053760830312967,10.0
diskplan-schema,0.1.0,600.0574754581321,1.0880949581041932,6.0
diskplan-traversal,0.1.0,600.0445495420136,14.469840083969755,29.0
diskqueue,0.1.0,600.0382364590187,20.949974791146815,32.0
disks,0.1.0,0.6181178749538958,0.6558544170111418,0.0
diskscan,0.3.0,600.0336149169598,39.62612850009464,48.0
diskspace,0.5.0,600.0224749168847,36.89196199993603,41.0
diskspace_insight,0.1.94,600.0281819580123,28.02818666701205,40.0
disktest,1.16.0,600.0297476670239,54.57553737494163,52.0
disktest-lib,1.2.0,600.0172911249101,46.33645100006834,51.0
drs-0x01,0.3.0,600.0427897921763,0.7618706671055406,3.0
drsh4dow_testing_mini_crate_that_do_nothing,0.1.2,0.881164374994114,0.7198112499900162,0.0
drt-chain-scenario-format,0.0.3,600.0418902081437,10.046570250065995,23.0
drt-chain-vm,0.0.3,600.0256914999336,14.898981916951016,30.0
drt-chain-vm-executor,0.0.2,0.9323686670977622,0.7705827499739826,0.0
drt-price-aggregator-sc,0.0.3,600.0226578749716,16.08030804200098,27.0
drt-sc,0.0.3,600.0303285419941,4.568006542045623,16.0
drt-sc-codec,0.0.3,6.690569542115554,0.6745952079072595,2.0
drt-sc-codec-derive,0.0.3,600.0623977500945,0.9891387089155614,5.0
drt-sc-derive,0.0.3,600.0558217908256,1.791739417007193,9.0
drt-sc-meta,0.0.3,119.4933340421412,600.0196792918723,180.0
drt-sc-meta-lib,0.0.3,600.0216683750041,43.80562866688706,51.0
drt-sc-modules,0.0.3,600.024139208952,5.410676417173818,17.0
drt-sc-scenario,0.0.3,600.0228975000791,103.7486884170212,73.0
drt-sc-snippets,0.0.3,2.01076520816423,583.3152986250352,155.0
drt-sc-wasm-adapter,0.0.3,600.0346041251905,5.8205861249007285,17.0
drt-sdk,0.0.3,1.8137112921103835,268.5090201671701,111.0
drt-tools,0.2.28,0.7491630001459271,0.9208982919808476,142.0
drt-wrewa-swap-sc,0.0.3,600.0216802910436,6.949813375016674,18.0
drteeth,0.2.1,1.8554375420790168,409.3728893750813,132.0
emscripten-functions-sys,5.0.401,0.8268714169971645,0.6146277089137584,0.0
emscripten-sys,0.3.2,0.6574993750546128,0.676065499894321,0.0
emscripten-val,0.1.7,1.3531675420235842,0.7194534579757601,1.0
emscripten-val-sys,0.1.7,0.6616731248795986,0.6672384580597281,0.0
